brand,ad_id,advertiser,advertiser_type,page_id,ad_platform,publisher_platforms,start_date,days_running,status,media_type,creative_text_en,creative_text_original,link_url,cta,banner_preview_url,video_url,language_code,region,inclusion_reason,ad_library_url
Cash App,1295023969139948,Cash App (OFFICIAL),OFFICIAL,888799511134149,Facebook,INSTAGRAM,2026-03-02,25,Active,VIDEO,{{product.brand}},{{product.brand}},http://itunes.apple.com/app/id711923939,Install now,https://scontent-phl2-1.xx.fbcdn.net/v/t39.35426-6/645246102_1497375168422906_9110625544984153176_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=n88fNBOEY0wQ7kNvwHmWCLs&_nc_oc=AdpCmNKHk_-TtsqD2CCxnI8cbNqqbnmYaAsPUkwDOavGNANAaROswJbmr841axg_Yp8&_nc_zt=14&_nc_ht=scontent-phl2-1.xx&_nc_gid=JwzmhuTwKbiFPGFR38ZnCA&_nc_ss=7a389&oh=00_Afy-gp5b4u9OOSM25j78fq_gckZ6UHJ1YNGzGVXHkUBdZw&oe=69CC3D17,https://video-phl2-1.xx.fbcdn.net/o1/v/t2/f2/m366/AQPLSr4I0iYu8x2woY8BPOPsH7NAitvW0BzSpbkfByarqBqFqdKzu3u2Fq9GwvftY-5BXyLFnmIHZ6Z1GFzcLC6iPCltgstuuGZOwdBbUjgKJQ.mp4?_nc_cat=108&_nc_sid=5e9851&_nc_ht=video-phl2-1.xx.fbcdn.net&_nc_ohc=I99i5eVcd5EQ7kNvwGf-Yn-&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzIuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjEyNjMwNzk0MTkyMTE3MDAsImFzc2V0X2FnZV9kYXlzIjo3OCwidmlfdXNlY2FzZV9pZCI6MTA3OTksImR1cmF0aW9uX3MiOjM0LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=e438efb256aebb7a&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC8wQzQ0QjRCRjVENDNBOENDMEVFMzY5MkMwMDM0NDc5Ql9tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhhAZmJfcGVybWFuZW50LzE4NEUzRjYxRkQyNTA5RTdDQ0EyMjBGM0EzNTFERDgzX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACbovteB87C-BBUCKAJDMiwXQEFqn752yLQYGWRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHARAHUAZd6oAQA&_nc_gid=JwzmhuTwKbiFPGFR38ZnCA&_nc_ss=7a389&_nc_zt=28&oh=00_AfzxcjFfhLm1JgX6nT4uLABMv4ymCiXAGx1e3bWksq3LkQ&oe=69CC3D44,en,USA,Official brand page direct product promotion,https://www.facebook.com/ads/library/?id=1295023969139948
Cash App,1689115922110094,Cash App (OFFICIAL),OFFICIAL,888799511134149,Facebook,INSTAGRAM,2026-02-13,42,Active,IMAGE,{{product.brand}},{{product.brand}},http://play.google.com/store/apps/details?id=com.squareup.cash,Install now,,,en,USA,Official brand page direct product promotion,https://www.facebook.com/ads/library/?id=1689115922110094
Cash App,2750191028650413,Cash App (OFFICIAL),OFFICIAL,888799511134149,Facebook,INSTAGRAM,2026-03-02,25,Active,IMAGE,{{product.brand}},{{product.brand}},http://play.google.com/store/apps/details?id=com.squareup.cash,Install now,,,en,USA,Official brand page direct product promotion,https://www.facebook.com/ads/library/?id=2750191028650413
Cash App,929795836318641,Cash App (OFFICIAL),OFFICIAL,888799511134149,Facebook,INSTAGRAM,2026-03-05,22,Active,IMAGE,{{product.brand}},{{product.brand}},http://play.google.com/store/apps/details?id=com.squareup.cash,Install now,,,en,USA,Official brand page direct product promotion,https://www.facebook.com/ads/library/?id=929795836318641
Cash App,2277832099392736,Cash App (OFFICIAL),OFFICIAL,888799511134149,Facebook,INSTAGRAM,2026-02-10,45,Active,VIDEO,"No fees when you auto invest, round up or get paid in bitcoin on Cash App","No fees when you auto invest, round up or get paid in bitcoin on Cash App",http://play.google.com/store/apps/details?id=com.squareup.cash,Install now,,,en,USA,Official brand page direct product promotion,https://www.facebook.com/ads/library/?id=2277832099392736
Cash App,1420332985852555,Cash App (OFFICIAL),OFFICIAL,888799511134149,Facebook,INSTAGRAM,2026-03-02,25,Active,IMAGE,{{product.brand}},{{product.brand}},http://itunes.apple.com/app/id711923939,Install now,,,en,USA,Official brand page direct product promotion,https://www.facebook.com/ads/library/?id=1420332985852555
Cash App,1406812921244822,Cash App (OFFICIAL),OFFICIAL,888799511134149,Facebook,INSTAGRAM,2026-03-02,25,Active,VIDEO,{{product.brand}},{{product.brand}},http://play.google.com/store/apps/details?id=com.squareup.cash,Install now,https://scontent-phl2-1.xx.fbcdn.net/v/t39.35426-6/645399512_1435925444682905_1345185809948555720_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=7ama8PWXPZcQ7kNvwHl87g2&_nc_oc=Adr66Ta2TIE2_dr5KAoJaT6wsR-XONtm-203cx3g4sLX8PSbTHt9e03sOSqAdm6CGcM&_nc_zt=14&_nc_ht=scontent-phl2-1.xx&_nc_gid=0xwmikXJhC_6ty_qm6pGyw&_nc_ss=7a30f&oh=00_Afxiio38vzMNPQtyiWdlOW-rzbQAZ7ph-t0CY_XDA2UxbA&oe=69CC293A,https://video-phl2-1.xx.fbcdn.net/o1/v/t2/f2/m366/AQNGTH4yaxW2_4qJ_AZiFMJwQ0WmY32kNkaL_JAyldgGxlqy-7SzWfx_fGl0sdkMF_qMJekO1VxtO6Qho3tLY78fnLfRoj0a0skivId-nJ15xw.mp4?_nc_cat=103&_nc_sid=5e9851&_nc_ht=video-phl2-1.xx.fbcdn.net&_nc_ohc=04OjQveUYt0Q7kNvwHvpVJs&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzIuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjc1MTIwNTI5NDA0OTU5MCwiYXNzZXRfYWdlX2RheXMiOjMxNywidmlfdXNlY2FzZV9pZCI6MTA3OTksImR1cmF0aW9uX3MiOjksInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=298fc5ce244a3c31&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC83ODRDNkUwNjQ2OTExMkQ0RURCMDZCREQ5NkZGRjU4QV9tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dGUzRxaDF0VkFpMmJINENBT2hLM1o1X0dWNV9idjRHQUFBRhUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACbspKTL883VAhUCKAJDMiwXQCIU_fO2RaIYGWRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHARAHUAZd6oAQA&_nc_gid=0xwmikXJhC_6ty_qm6pGyw&_nc_ss=7a30f&_nc_zt=28&oh=00_AfxIeq8LJj8ji-uVegPQeRgz4ljup4r5C9Oz7YE-gxz3wQ&oe=69CC2E29,en,USA,Official brand page direct product promotion,https://www.facebook.com/ads/library/?id=1406812921244822
Cash App,1292058772771337,Cash App (OFFICIAL),OFFICIAL,888799511134149,Facebook,INSTAGRAM,2026-03-09,18,Active,VIDEO,The way money should work,The way money should work,http://itunes.apple.com/app/id711923939,Install now,,,en,USA,Official brand page direct product promotion,https://www.facebook.com/ads/library/?id=1292058772771337
Cash App,25861131600176677,Cash App (OFFICIAL),OFFICIAL,888799511134149,Facebook,INSTAGRAM,2026-03-02,25,Active,VIDEO,{{product.brand}},{{product.brand}},http://itunes.apple.com/app/id711923939,Install now,https://scontent-phl2-1.xx.fbcdn.net/v/t39.35426-6/646675721_1713276866323374_1039033153080967274_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=1DAGj109Gh4Q7kNvwEyQOXo&_nc_oc=AdpCg3t1-lKIWo-fhwxUn6LlWd2GlBrH3Sr5lTd8Agq_pmXDwC9w97coZieh1kzkprA&_nc_zt=14&_nc_ht=scontent-phl2-1.xx&_nc_gid=0xwmikXJhC_6ty_qm6pGyw&_nc_ss=7a30f&oh=00_AfzEFLU5yLhYybKfiZX37NYBSJmAKGKw6uC7Jx_HDXqClQ&oe=69CC2DA3,https://video-phl2-1.xx.fbcdn.net/o1/v/t2/f2/m366/AQO4kerI_XNMM7lvfcQXOxvWuZOGVj0w46slW7nGti3gxAvtYnzMycxAlxkMWnWakMYnpiC2zgZtYYjyTueZMPcM0j5nmnD7qettbYt9mHw81g.mp4?_nc_cat=107&_nc_sid=5e9851&_nc_ht=video-phl2-1.xx.fbcdn.net&_nc_ohc=Eu3FZZzKtF0Q7kNvwGrrQ45&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzIuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjEzNjM3MDgwMjg0OTE2MDAsImFzc2V0X2FnZV9kYXlzIjoxMzIsInZpX3VzZWNhc2VfaWQiOjEwNzk5LCJkdXJhdGlvbl9zIjoxNSwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=584f2e35a02d2bf0&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC83MzQ2RDNCREVBMTZEQzhERkI3RUFDMTZGODc5MkY4MV9tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhhAZmJfcGVybWFuZW50LzlDNEM4NzYxNUUxMERBN0Q2OUJGNTA4ODAxNTlERTk2X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACag3ezJoJLsBBUCKAJDMiwXQC4AAAAAAAAYGWRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHARAHUAZd6oAQA&_nc_gid=0xwmikXJhC_6ty_qm6pGyw&_nc_ss=7a30f&_nc_zt=28&oh=00_AfwEWLa1ZxHsotIwRO5yp6qPfiv--Qo7pqScV7OhfQHhgw&oe=69CC4D45,en,USA,Official brand page direct product promotion,https://www.facebook.com/ads/library/?id=25861131600176677
Cash App,2371776593298435,Cash App (OFFICIAL),OFFICIAL,888799511134149,Facebook,INSTAGRAM,2026-03-14,13,Active,IMAGE,{{product.brand}},{{product.brand}},http://itunes.apple.com/app/id711923939,Install now,,,en,USA,Official brand page direct product promotion,https://www.facebook.com/ads/library/?id=2371776593298435
Cash App,797856086668252,Cash App (OFFICIAL),OFFICIAL,888799511134149,Facebook,INSTAGRAM,2026-03-02,25,Active,IMAGE,{{product.brand}},{{product.brand}},http://itunes.apple.com/app/id711923939,Install now,,,en,USA,Official brand page direct product promotion,https://www.facebook.com/ads/library/?id=797856086668252
Cash App,2120422915028902,Cash App (OFFICIAL),OFFICIAL,888799511134149,Facebook,INSTAGRAM,2026-02-18,37,Active,VIDEO,"When you buy bitcoin on Cash App, it's yours","When you buy bitcoin on Cash App, it's yours",http://play.google.com/store/apps/details?id=com.squareup.cash,Install now,,,en,USA,Official brand page direct product promotion,https://www.facebook.com/ads/library/?id=2120422915028902
Cash App,1426284228483854,Cash App (OFFICIAL),OFFICIAL,888799511134149,Facebook,INSTAGRAM,2026-03-02,25,Active,VIDEO,{{product.brand}},{{product.brand}},http://play.google.com/store/apps/details?id=com.squareup.cash,Install now,https://scontent-phl2-1.xx.fbcdn.net/v/t39.35426-6/645580295_1424164959444174_6481332055425055218_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=X94vi_OuYE0Q7kNvwGAjz7h&_nc_oc=Ado7o6XS9sr_t4ipiVQmvhQwba1AU7Po3m3RKGIZkubVX0byHZ4IC8SXDNRXuNjbk70&_nc_zt=14&_nc_ht=scontent-phl2-1.xx&_nc_gid=0xwmikXJhC_6ty_qm6pGyw&_nc_ss=7a389&oh=00_AfwxqkBt0A0vFH552OZCiZRza4AhDIALPQsvrxTUt6_20A&oe=69CC33F5,https://video-phl2-1.xx.fbcdn.net/o1/v/t2/f2/m366/AQNpM3m7eg99Tk3K_8VXcX7h5UiPWrAy7cT8AHP18sKN4Zs3IVuRFs_ZZ1bTtCCOpRGjJ03jIfXUiRM-1Z_Z8L9HKcSCun0JyWxhxTmLvTWsKw.mp4?_nc_cat=111&_nc_sid=5e9851&_nc_ht=video-phl2-1.xx.fbcdn.net&_nc_ohc=lsNO8mwGkG8Q7kNvwH7_09f&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzIuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjI2MjkyMTI1NzQxMDE5MDMsImFzc2V0X2FnZV9kYXlzIjoxMzIsInZpX3VzZWNhc2VfaWQiOjEwNzk5LCJkdXJhdGlvbl9zIjo2LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=74d36e9eeebc8489&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC9GRjQwRDVGMzQ5MTVCNUY5NENGRkZEMzBFQjMyMTA5Rl9tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhhAZmJfcGVybWFuZW50L0IwNDBDNkVDODI1QkMwMzk3QTI1QTc1MzlENTkwQjhEX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACaexqWYqNCrCRUCKAJDMiwXQBgAAAAAAAAYGWRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHARAHUAZd6oAQA&_nc_gid=0xwmikXJhC_6ty_qm6pGyw&_nc_ss=7a30f&_nc_zt=28&oh=00_AfxN31a5OorGPBTspvMWHfspw_QTt1-7VminRHQRXEm5Rg&oe=69CC26A1,en,USA,Official brand page direct product promotion,https://www.facebook.com/ads/library/?id=1426284228483854
Cash App,1246589674277984,Cash App (OFFICIAL),OFFICIAL,888799511134149,Facebook,INSTAGRAM,2026-03-02,25,Active,VIDEO,{{product.brand}},{{product.brand}},http://itunes.apple.com/app/id711923939,Install now,https://scontent-phl2-1.xx.fbcdn.net/v/t39.35426-6/645932474_26056959113971462_8154434707250738522_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=Ndi1vWQPIewQ7kNvwGfT5fe&_nc_oc=Adpr4bDYLYBBa51LNM63MC4p6NGg7NaGN5N7lPeectJyQOTb0gep1wHS4tW3PUlGeoo&_nc_zt=14&_nc_ht=scontent-phl2-1.xx&_nc_gid=hON91RQtKhByZtUTIOGNVg&_nc_ss=7a30f&oh=00_AfxLHSTmWJzKUojvwsRcXKd-uSOnF73AqE3vLLSXVOtWMw&oe=69CC4FCC,https://video-phl2-1.xx.fbcdn.net/o1/v/t2/f2/m366/AQNpRrsyNU2Ar2dn2FT98BbEH_qh1x-j9QY1-2mw2IZ7Up6C_rk2uGglAWR4ztA7ZK6mILAVG0RW6yeeaJXGww-O6UQ4bz9C7gt0I3sot0LYqQ.mp4?_nc_cat=111&_nc_sid=5e9851&_nc_ht=video-phl2-1.xx.fbcdn.net&_nc_ohc=gPqQzPkIEaoQ7kNvwEqiGSs&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzIuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjQyNTM3OTI3NTgyMDEzNTYsImFzc2V0X2FnZV9kYXlzIjoxMjksInZpX3VzZWNhc2VfaWQiOjEwNzk5LCJkdXJhdGlvbl9zIjo2LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=7ffe435b7b22d9f6&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC81QzQ0RkJDODhEMDFCRUY2NDBCOTcwODBCMkM1OTVBMl9tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhhAZmJfcGVybWFuZW50LzRENDgyNzNGOTM0NUQ0M0Q1REU0MTIyMTFFREMxQTg1X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACaY8OfkqbOODxUCKAJDMiwXQBgAAAAAAAAYGWRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHARAHUAZd6oAQA&_nc_gid=hON91RQtKhByZtUTIOGNVg&_nc_ss=7a389&_nc_zt=28&oh=00_Afw5eoQ7XabcoDthJE6PynbjfdmrqHsWN-E4dl-zFFuL4w&oe=69CC4625,en,USA,Official brand page direct product promotion,https://www.facebook.com/ads/library/?id=1246589674277984
Cash App,1230985108704374,Cash App (OFFICIAL),OFFICIAL,888799511134149,Facebook,INSTAGRAM,2026-03-10,17,Active,VIDEO,The way money should work,The way money should work,http://play.google.com/store/apps/details?id=com.squareup.cash,Install now,,,en,USA,Official brand page direct product promotion,https://www.facebook.com/ads/library/?id=1230985108704374
Cash App,870211572645782,Cash App (OFFICIAL),OFFICIAL,888799511134149,Facebook,INSTAGRAM,2026-03-10,17,Active,VIDEO,The way money should work,The way money should work,http://play.google.com/store/apps/details?id=com.squareup.cash,Install now,,,en,USA,Official brand page direct product promotion,https://www.facebook.com/ads/library/?id=870211572645782
Cash App,4210498789203487,Cash App (OFFICIAL),OFFICIAL,888799511134149,Facebook,INSTAGRAM,2026-03-09,18,Active,VIDEO,The way money should work,The way money should work,http://itunes.apple.com/app/id711923939,Install now,,,en,USA,Official brand page direct product promotion,https://www.facebook.com/ads/library/?id=4210498789203487
Cash App,1702110094412423,Cash App (OFFICIAL),OFFICIAL,888799511134149,Facebook,INSTAGRAM,2026-03-09,18,Active,VIDEO,The way money should work,The way money should work,http://itunes.apple.com/app/id711923939,Install now,,,en,USA,Official brand page direct product promotion,https://www.facebook.com/ads/library/?id=1702110094412423
Cash App,1684245542555039,Cash App (OFFICIAL),OFFICIAL,888799511134149,Facebook,INSTAGRAM,2026-03-01,26,Active,IMAGE,Keep your money safe from fraud with the proactive security features of a Cash App Card.,Keep your money safe from fraud with the proactive security features of a Cash App Card.,http://play.google.com/store/apps/details?id=com.squareup.cash,Install now,,,en,USA,Official brand page direct product promotion,https://www.facebook.com/ads/library/?id=1684245542555039
Cash App,1464989531793984,Cash App (OFFICIAL),OFFICIAL,888799511134149,Facebook,INSTAGRAM,2026-03-09,18,Active,VIDEO,Get a Cash App Card today,Get a Cash App Card today,http://itunes.apple.com/app/id711923939,Install now,,,en,USA,Official brand page direct product promotion,https://www.facebook.com/ads/library/?id=1464989531793984
Cash App,1616087856399341,Cash App (OFFICIAL),OFFICIAL,888799511134149,Facebook,INSTAGRAM,2026-03-02,25,Active,VIDEO,{{product.brand}},{{product.brand}},http://itunes.apple.com/app/id711923939,Install now,https://scontent-phl2-1.xx.fbcdn.net/v/t39.35426-6/644574161_1673440850695533_5634614059558019202_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=rFSG91NpFMMQ7kNvwFD4yKF&_nc_oc=AdpNGnL0gJMCqmSwIfzi_WKNS9rgYzDWpY9TshffDUoc285w55DQstMNq9V9IK2HLe8&_nc_zt=14&_nc_ht=scontent-phl2-1.xx&_nc_gid=hON91RQtKhByZtUTIOGNVg&_nc_ss=7a30f&oh=00_AfzMpY6XG91093EWqW4L4itIOsUMaN0XjZ5qVdWgSKgh5A&oe=69CC3B24,https://video-phl2-1.xx.fbcdn.net/o1/v/t2/f2/m366/AQOoT3KUioQkf6GV2uoL9GUGdpoJ8CBDsT9-dKi7W0syaTYIoHDxhogMIBYMsl3dJT_92xraDzP45CO-_nZsgFCDbMO0OTLGYXgnQ-03bD5bdA.mp4?_nc_cat=100&_nc_sid=5e9851&_nc_ht=video-phl2-1.xx.fbcdn.net&_nc_ohc=b3T1bxjE2xgQ7kNvwEK-xxI&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzIuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjEzNDIxMDgzMTQxOTA0NDQsImFzc2V0X2FnZV9kYXlzIjoxODQsInZpX3VzZWNhc2VfaWQiOjEwNzk5LCJkdXJhdGlvbl9zIjozMywidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=503abce09f04b086&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC9BRjQyMTIwREQ1RkM5QjREQTg3MzAwQjRCQzkzN0U5Nl9tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhhAZmJfcGVybWFuZW50LzVDNDZDMzcyQTY5NEE0NjMyODg3OEM0MEIwNDE2MEE2X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACbYiYqV_qjiBBUCKAJDMiwXQECu2RaHKwIYGWRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHARAHUAZd6oAQA&_nc_gid=hON91RQtKhByZtUTIOGNVg&_nc_ss=7a30f&_nc_zt=28&oh=00_Afy6wVSGSCSyo0dvgQs_krreJ5pspsg6v1TqeoX1dKNuSQ&oe=69CC4994,en,USA,Official brand page direct product promotion,https://www.facebook.com/ads/library/?id=1616087856399341
Cash App,909975805076213,Cash App (OFFICIAL),OFFICIAL,888799511134149,Facebook,INSTAGRAM,2026-03-02,25,Active,VIDEO,{{product.brand}},{{product.brand}},http://itunes.apple.com/app/id711923939,Install now,https://scontent-phl2-1.xx.fbcdn.net/v/t39.35426-6/645514621_945712077912818_8623210153639710757_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=yYbkO6Kgk94Q7kNvwHi00nQ&_nc_oc=AdpdmWT_cwtZlceqAqmAp8H09-5H848-_alk_F3VOBp1sdZQw_nmDvnVd9OXyB9jfkE&_nc_zt=14&_nc_ht=scontent-phl2-1.xx&_nc_gid=hON91RQtKhByZtUTIOGNVg&_nc_ss=7a30f&oh=00_AfxHIYWn4sLUlv9Yvvd9-zEle1DRAusm-LUyJKZNfDhrrg&oe=69CC2F3B,https://video-phl2-1.xx.fbcdn.net/o1/v/t2/f2/m366/AQNB-QYc_s-gyZTsiPKLFO5OTseyjXC_oWKeUEzuviiyCr967WceWQCUYTziRWpONPLr4di_3PKKbkZI5947X5wpgGljthaomDSQcFiUQVAR2Q.mp4?_nc_cat=109&_nc_sid=5e9851&_nc_ht=video-phl2-1.xx.fbcdn.net&_nc_ohc=JRb8BxjseqEQ7kNvwGTWb89&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzIuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjExNTU5MTUyMzYxNzMxNTQsImFzc2V0X2FnZV9kYXlzIjoxMjksInZpX3VzZWNhc2VfaWQiOjEwNzk5LCJkdXJhdGlvbl9zIjoxNSwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=b314a9ac67339658&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC81QjQzNDM4NEMyMEUyRDk4NjdFNURGNjA1Q0U2MUNCMF9tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhhAZmJfcGVybWFuZW50LzdGNEUzQTFGREU3MjQ4MkU1RTcyRjg5MTk1ODM0Nzg0X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACbEldfQj9ONBBUCKAJDMiwXQC4AAAAAAAAYGWRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHARAHUAZd6oAQA&_nc_gid=hON91RQtKhByZtUTIOGNVg&_nc_ss=7a30f&_nc_zt=28&oh=00_AfyjKRIRupk1W9bBEZSXoFUjoqsAbzvt1drcYXfAYmRg8Q&oe=69CC42AF,en,USA,Official brand page direct product promotion,https://www.facebook.com/ads/library/?id=909975805076213
Cash App,1399076844866779,Cash App (OFFICIAL),OFFICIAL,888799511134149,Facebook,INSTAGRAM,2026-03-01,26,Active,IMAGE,Keep your money safe from fraud with the proactive security features of a Cash App Card.,Keep your money safe from fraud with the proactive security features of a Cash App Card.,http://play.google.com/store/apps/details?id=com.squareup.cash,Install now,,,en,USA,Official brand page direct product promotion,https://www.facebook.com/ads/library/?id=1399076844866779
Cash App,885887770816238,Cash App (OFFICIAL),OFFICIAL,888799511134149,Facebook,INSTAGRAM,2026-02-13,42,Active,IMAGE,{{product.brand}},{{product.brand}},http://play.google.com/store/apps/details?id=com.squareup.cash,Install now,,,en,USA,Official brand page direct product promotion,https://www.facebook.com/ads/library/?id=885887770816238
Cash App,3117100021807583,Cash App (OFFICIAL),OFFICIAL,888799511134149,Facebook,INSTAGRAM,2026-03-09,18,Active,VIDEO,The way money should work,The way money should work,http://play.google.com/store/apps/details?id=com.squareup.cash,Install now,,,en,USA,Official brand page direct product promotion,https://www.facebook.com/ads/library/?id=3117100021807583
Cash App,1398310494956278,Cash App (OFFICIAL),OFFICIAL,888799511134149,Facebook,INSTAGRAM,2026-03-09,18,Active,VIDEO,The way money should work,The way money should work,http://play.google.com/store/apps/details?id=com.squareup.cash,Install now,,,en,USA,Official brand page direct product promotion,https://www.facebook.com/ads/library/?id=1398310494956278
